review,rating
ola app not intrest,1
Very very good.,5
ola is a scammer totally fake app,1
Issue in order accepting time,1
good,5
app is very slow order nahin Mil pata Hai faltu ka hai pahunch chuka hai,1
Bahut kam ab duty mil rahi hai ola me aur driver logo ko kuch nahi mil Raha hai sirf costomer ko faida hai,1
mood off no booking requests very slowly,1
good,5
1 banshal experience,1
ಸೂಪರ್ 👌,5
it's full of glitch,1
very good,5
bed aap,1
khup mast app,5
"not Working,",1
very good,5
"This is the worst driver app, neither does it pick up the ride nor does it ring quickly.",1
faltu aap hai driver ko barbad kar hai 7 par km deta hai sab uninstall kar do ola ko,5
"not getting trips , long pick up trips not accepted trips issue payout issue",1
exlent app,5
ola app bahut achcha hai yah driver ke liye kamane ka jariya,5
the application is always crash and not able to start riding after login in once. please improve in this competition with others and there's no customer care.,1
"There should be an option for support but they don't have, even the fare is too much lower than the market. Ola should be working on this topic. there should be instant support for drivers. Ola is just updating features but they are not updating their services for the drivers. Kindly request you to work on drivers problems first, then update your app features.",1
world no. 1 worst app,1
good experience,5
भिकारचोट कंपनी आहे,1
app la tracker lavala jato,1
good,5
"I don't deserve to OLA... why 149 charge deducted everyday, I want my refund. kindly check it carefully and call to me and resolve this. Mannu Gautam",1
good,5
nice,5
"🙂 very nice ola app good,",5
chor company,1
please update new version and pass not showing in app,4
this is very bad,1
good,5
totally waste,1
The UI is Not visible at all. The font size is very Small. The driver can't see the booking description while driving from 1.5 feet away.(As the driver put their mobile on the Dashboard). Drivers need to take their mobile in hand to read the Pickup and Drop Description. It ultimately results in reducing the efficiency of the driver. also indirectly Minimise the profile of Ola company.,1
bahut hi ganda app customer ki sunta driver ki nahin sunta,1
very low fair cheap rate?,1
ride bahut km uthi hai,1
very bad app like a killer app Bhada aata Hai itna teji se paar hota hai Jaise Jet viman Par hota Hai waiting charge nahin deta Hai cancelation charge nahin deta Hai gadi lekar jaate Hain customer ke pass cancellation charge nahin milta Hai din bhar mobile ke screen mein ungali maarte raho fir bhi Bhada nahin pakda paate Hain bimari paida ho jaega aadami ko ungali hilate rahega isase badhiya to Uber hai direct milta Hai Bhada,1
please change my city kota to jaipur,1
nice,5
बुकिंग बसत नही पांढरी पट्टी येत आहे,1
"1) OLA always on low rates 2) Cheat in kilometres 3) Customers not well 4) OUTSTATION only for Agents and business only for who cheats with multiple ID and car (Many customers always face this issue, another driver. another car), Safety Matters 5) Shows low kilometres, so you got low income in more running",1
booking accept nahi hoti jaldi pati ki vajah se,1
is app mein kam bhi kam hai aur right rukta bhi nahin second mein Hi gayab ho jata hai har commission bhi katata hai,1
nice 👍,5
aide Aikevite nahi ho raha ha,1
super,5
yah bacche nahin Hai ismein ola ka id money Rai,2
very very bad ghatiya no customer care no support,1
super,5
I want OLA NEW FEATURE please,1
above 500 rupees duty not accepting only below 300 duty accepting worst app,1
good,5
super bro,5
nice,5
bahut badhiya app,5
mobile physical activity not working properly on app,1
rate,1
Outstation ride bhi dalo,2
very bad app. no customer care support for driver partner,1
please one ride provide only for one driver because someone is using auto clicker apps and I am not accepting any ride in 24 house and use gotted your subscription charges rs.149,5
Worst Application,1
good app..........................................................,5
very low price to ride,1
बहुत घटिया कम्पनी है ओला इसे कोई ना चलाए बहुत ही खराब है क्योंकि इसमे कोई भी आप अपनी बात रखेंगे उसकी कोई सुनाई नही होगी इस लिए बेहतर यही है की हम ओला चलाना छोड़ दे और उबर हि चलाये क्योकि की अगर आप उबर मै अपनी शिकायत करते है तो सुनाई होती है तो दोस्तों मेरी यही बिनती है आप सभी से के कोई ओला ना चलाये ये एक बहुत हि खराब कंपनी है और बहुत हि घटिया कम्पनी है तो कोई ना चलाये प्लीाज़ भाइयों,1
super,5
not a good app,1
on app,5
customer book trip and after arrived location customer not pickup phone and cancel trip 😕 bad experience for ola,1
app bahut ganda kam kar raha hai,1
not sacsses virson,1
nice excellent performance 👍👍👏👏,5
wort app rate price low ola aaaa,1
good job,1
gooD,5
pls increase driver side fare amount,5
not edit option in this app,1
"Worst App Experience as If You have any issue, it's always an issue because they don't have any customer care for Driver help. Also in the name of 0% commission they always deduct 6 and 9 rs in every Trip.",1
good,5
"App management is cheating the bike drivers. They said we can instantly accept the orders upon subscription only. I take subscription every week without missing, but this app never let me accept the order instantly. Every single time at the time of accepting orders, I have to wait 6 seconds to accept, after clicking ""ACCEPT"" the order will dissappear or its shows Order was accepted by another captain.It's a lie and cheating It's own drivers for earning subscription fee.I decided to leave the app",1
good working app,5
😀,1
hey I am also facing issue regarding insurance..my app doesn't work not going on dutyy ..my vehicle is new and I have complete documents there is no option to contact customer Support,1
"No Customer Service Bad experience, No flexibility . This app is not serviceable for indian market, Uber Rapido is far better than Ola",1
good,5
fraud app,1
please open my acount,5
Night Mod Theam Chalu karo.,5
work decent,5
very bad service,1
very nice,5
very. Bad,1
good,5
best driving app,5
nice,5
"worst app for drivers to earn money,it exploits drivers only,there is no support available for drivers,they charge heavily for their commission, their map shows incorrect locations and drop points",1
good,5
ola app west app not duty accept,5
good service,5
good,5
if passenger is not available in pickup point after waiting time give the cancellation charge because gas is not free,1
app bookings not accepting,1
Ola App Not Proper Working. Ola Company Scooty Pr Jada Dhayan De Rhi Hai Ola App Par Nhi Jisse Unka Naam Chala Hai Ab Usi Pr Dhyan Nhi De Rhi Hai Company,2
very bad ola company,1
very good,5
long ride not accept problem 😭,1
"Ola Driver App worst taking 3 Rupees/trip convenience fee and subscription plan 3 days 69 Rupees ola Driver app cheating to auto rickshaw people don't use this ola Driver app ""use rapido and uber""",1
harmful for driver. cheet to driver always showing amount 200₹ when drop customer show in app. 168₹.,1
veri bad order arning very leas 21-25 km rat 300,1
"Registration Certificate not accepted, I've a latest gov issued RC but app didn't accepted, there is No customer care number also...",1
nice,5
very baid,1
ola costumer care not available ghatiya servi 1 month ola pass le rakha h 3 dins e document insurance verified nhi hue h 5 minutes me verify ho jata h na koi saport n,1
ओला भी अपनी सर्विस में धीरे धीरे सुधार कर रहाहै,5
There is no Ola helpline number for drivers on the Ola Partner app. Ola is cheating drivers. No one should trust Ola.,1
bekar company hai koi bhi kam mat karo isime,1
good,4
good,5
very bad experience for not bookings accepted only for recharge recharge recharge,1
good,5
best',5
"same issue, when I go to accept ride. ride immediately gayab. and also before ride accept ride fair show some amount and after drop ride showing some amount ( i.e. first shown 590 after showing 217 ) how this is possible. hum to loot jaye boss . customer ne bola app pe jo show ho raha hai wahi payment karenge. Ola team please resolve this issue on top priority basis . agar nahi hua to hum driver logo ka loss hai",1
